"MacKenzie, T",1912-03-28,1912-07-10,1,1
"Tirikatene-Sullivan, T",1972-12-08,1974-09-10,0,0
"Walding, J",1972-12-08,1974-09-10,0,0
"Colman, F",1972-12-08,1974-09-10,0,0
"McGuigan, T",1972-12-08,1974-09-10,1,0
"Douglas, R",1972-12-08,1974-09-10,0,0
"Rowling, W",1974-09-10,1975-12-12,1,1
"Tizard, R",1974-09-10,1975-12-12,1,0
"Freer, W",1974-09-10,1975-12-12,0,0
"Finlay, A",1974-09-10,1975-12-12,1,0
"Watt, H",1974-09-10,1975-12-12,0,0
"Rata, M",1974-09-10,1975-12-12,0,0
"Connolly, M",1974-09-10,1975-12-12,0,0
"Faulkner, A",1974-09-10,1975-12-12,0,0
"King, N",1974-09-10,1975-12-12,0,0
"Moyle, C",1974-09-10,1975-12-12,0,0
"Fraser, W",1974-09-10,1975-12-12,0,0
"May, H",1974-09-10,1975-12-12,0,0
"Arthur, B",1974-09-10,1975-12-12,0,0
"Amos, P",1974-09-10,1975-12-12,0,0
"Tirikatene-Sullivan, T",1974-09-10,1975-12-12,0,0
"Walding, J",1974-09-10,1975-12-12,0,0
"Colman, F",1974-09-10,1975-12-12,0,0
"McGuigan, T",1974-09-10,1975-12-12,0,0
"Douglas, R",1974-09-10,1975-12-12,0,0
"Bailey, R",1974-09-10,1975-12-12,0,0
"Muldoon, R",1975-12-12,1978-12-13,1,1
"Talboys, B",1975-12-12,1978-12-13,1,0
"Gordon, J",1975-12-12,1978-12-13,0,0
"MacIntyre, D",1975-12-12,1978-12-13,0,0
"Adams-Schneider, L",1975-12-12,1978-12-13,0,0
"Thomson, D",1975-12-12,1978-12-13,1,0
"Gair, G",1975-12-12,1978-12-13,0,0
"Gandar, L",1975-12-12,1978-12-13,0,0
"Gill, T",1975-12-12,1978-12-13,1,0
"Holyoake, K",1975-12-12,1978-12-13,0,0
"McLachlan, C",1975-12-12,1978-12-13,0,0
"Young, W",1975-12-12,1978-12-13,0,0
"Holland, E",1975-12-12,1978-12-13,0,0
"McCready, A",1975-12-12,1978-12-13,1,0
"Walker, H",1975-12-12,1978-12-13,0,0
"Highet, D",1975-12-12,1978-12-13,0,0
"Wilkinson, P",1975-12-12,1978-12-13,0,0
"Young, V",1975-12-12,1978-12-13,0,0
"Lapwood, H",1975-12-12,1978-12-13,0,0
"Templeton, H",1975-12-12,1978-12-13,0,0
"Muldoon, R",1978-12-13,1981-12-11,1,1
"Talboys, B",1978-12-13,1981-12-11,1,0
"MacIntyre, D",1978-12-13,1981-12-11,0,0
"Adams-Schneider, L",1978-12-13,1981-12-11,0,0
"Thomson, D",1978-12-13,1981-12-11,0,0
"Gair, G",1978-12-13,1981-12-11,1,0
"Templeton, H",1978-12-13,1981-12-11,0,0
"Bolger, J",1978-12-13,1981-12-11,0,0
"McLachlan, C",1978-12-13,1981-12-11,0,0
"Young, W",1978-12-13,1981-12-11,0,0
"Young, V",1978-12-13,1981-12-11,0,0
"Highet, D",1978-12-13,1981-12-11,0,0
"Birch, W",1978-12-13,1981-12-11,0,0
"Wellington, M",1978-12-13,1981-12-11,0,0
"McLay, J",1978-12-13,1981-12-11,1,0
"Quigley, D",1978-12-13,1981-12-11,0,0
"Couch, M",1978-12-13,1981-12-11,0,0
"Cooper, W",1978-12-13,1981-12-11,0,0
"Muldoon, R",1981-12-11,1984-07-26,1,1
"MacIntyre, D",1981-12-11,1984-07-26,0,0
"Thomson, D",1981-12-11,1984-07-26,1,0
"Birch, W",1981-12-11,1984-07-26,0,0
"Bolger, J",1981-12-11,1984-07-26,0,0
"Gair, G",1981-12-11,1984-07-26,0,0
"Templeton, H",1981-12-11,1984-07-26,0,0
"Cooper, W",1981-12-11,1984-07-26,1,0
"McLay, J",1981-12-11,1984-07-26,1,0
"Quigley, D",1981-12-11,1984-07-26,0,0
"Young, V",1981-12-11,1984-07-26,0,0
"Highet, D",1981-12-11,1984-07-26,0,0
"Wellington, M",1981-12-11,1984-07-26,0,0
"Couch, M",1981-12-11,1984-07-26,0,0
"Malcolm, A",1981-12-11,1984-07-26,1,0
"Shearer, I",1981-12-11,1984-07-26,0,0
"Talbot, R",1981-12-11,1984-07-26,0,0
"Elworthy, J",1981-12-11,1984-07-26,0,0
"Falloon, J",1981-12-11,1984-07-26,0,0
"Lange, D",1984-07-26,1987-08-24,1,1
"Palmer, G",1984-07-26,1987-08-24,1,0
"Moore, M",1984-07-26,1987-08-24,0,0
"Douglas, R",1984-07-26,1987-08-24,1,0
"Prebble, R",1984-07-26,1987-08-24,0,0
"Wetere, K",1984-07-26,1987-08-24,0,0
"Caygill, D",1984-07-26,1987-08-24,0,0
"Marshall, R",1984-07-26,1987-08-24,0,0
"O'Flynn, F",1984-07-26,1987-08-24,1,0
"Bassett, M",1984-07-26,1987-08-24,1,0
"Hercus, A",1984-07-26,1987-08-24,0,0
"Tizard, R",1984-07-26,1987-08-24,0,0
"Moyle, C",1984-07-26,1987-08-24,0,0
"Rodger, S",1984-07-26,1987-08-24,0,0
"Hunt, J",1984-07-26,1987-08-24,0,0
"Colman, F",1984-07-26,1987-08-24,0,0
"Burke, K",1984-07-26,1987-08-24,0,0
"Shields, M",1984-07-26,1987-08-24,0,0
"Tapsell, P",1984-07-26,1987-08-24,0,0
"Goff, P",1984-07-26,1987-08-24,0,0
"Lange, D",1987-08-27,1989-08-04,1,1
"Palmer, G",1987-08-27,1989-08-04,1,0
"Moore, M",1987-08-27,1989-08-04,0,0
"Douglas, R",1987-08-27,1989-08-04,1,0
"Prebble, R",1987-08-27,1989-08-04,0,0
"Wetere, K",1987-08-27,1989-08-04,0,0
"Caygill, D",1987-08-27,1989-08-04,1,0
"Marshall, R",1987-08-27,1989-08-04,1,0
"Bassett, M",1987-08-27,1989-08-04,0,0
"Hunt, J",1987-08-27,1989-08-04,0,0
"Tizard, R",1987-08-27,1989-08-04,1,0
"Moyle, C",1987-08-27,1989-08-04,0,0
"Rodger, S",1987-08-27,1989-08-04,0,0
"Goff, P",1987-08-27,1989-08-04,0,0
"Shields, M",1987-08-27,1989-08-04,0,0
"Tapsell, P",1987-08-27,1989-08-04,1,0
"Clark, H",1987-08-27,1989-08-04,1,0
"Cullen, M",1987-08-27,1989-08-04,0,0
"Jeffries, W",1987-08-27,1989-08-04,0,0
"Butcher, D",1987-08-27,1989-08-04,0,0
"Palmer, G",1989-08-14,1990-11-02,1,1
"Clark, H",1989-08-14,1990-11-02,0,0
"Moore, M",1989-08-14,1990-11-02,0,0
"Caygill, D",1989-08-14,1990-11-02,1,0
"Rodger, S",1989-08-14,1990-11-02,0,0
"Wetere, K",1989-08-14,1990-11-02,0,0
"Cullen, M",1989-08-14,1990-11-02,0,0
"Goff, P",1989-08-14,1990-11-02,0,0
"Hunt, J",1989-08-14,1990-11-02,0,0
"Bassett, M",1989-08-14,1990-11-02,0,0
"Jeffries, W",1989-08-14,1990-11-02,1,0
"Douglas, R",1989-08-14,1990-11-02,0,0
"Shields, M",1989-08-14,1990-11-02,0,0
"Tizard, R",1989-08-14,1990-11-02,0,0
"Tapsell, P",1989-08-14,1990-11-02,0,0
"Marshall, R",1989-08-14,1990-11-02,1,0
"Moyle, C",1989-08-14,1990-11-02,0,0
"Butcher, D",1989-08-14,1990-11-02,0,0
"King, A",1989-08-14,1990-11-02,0,0
"Bolger, J",1990-11-02,1993-11-29,1,1
"McKinnon, D",1990-11-02,1993-11-29,1,0
"Birch, W",1990-11-02,1993-11-29,0,0
"Richardson, R",1990-11-02,1993-11-29,1,0
"East, P",1990-11-02,1993-11-29,0,0
"Falloon, J",1990-11-02,1993-11-29,0,0
"Kidd, D",1990-11-02,1993-11-29,0,0
"Burden, P",1990-11-02,1993-11-29,0,0
"Upton, S",1990-11-02,1993-11-29,1,0
"Banks, J",1990-11-02,1993-11-29,0,0
"Shipley, J",1990-11-02,1993-11-29,0,0
"Cooper, W",1990-11-02,1993-11-29,1,0
"Graham, D",1990-11-02,1993-11-29,1,0
"Smith, L",1990-11-02,1993-11-29,0,0
"McTigue, M",1990-11-02,1993-11-29,0,0
"Storey, R",1990-11-02,1993-11-29,0,0
"Peters, W",1990-11-02,1993-11-29,0,0
"Marshall, D",1990-11-02,1993-11-29,0,0
"Luxton, J",1990-11-02,1993-11-29,0,0
"Creech, W",1990-11-02,1993-11-29,0,0
"Bolger, J",1993-11-29,1996-10-12,1,1
"McKinnon, D",1993-11-29,1996-10-12,0,0
"Birch, W",1993-11-29,1996-10-12,1,0
"East, P",1993-11-29,1996-10-12,0,0
"Shipley, J",1993-11-29,1996-10-12,1,0
"Kidd, D",1993-11-29,1996-10-12,0,0
"Burden, P",1993-11-29,1996-10-12,0,0
"Upton, S",1993-11-29,1996-10-12,0,0
"Smith, L",1993-11-29,1996-10-12,0,0
"Falloon, J",1993-11-29,1996-10-12,0,0
"Creech, W",1993-11-29,1996-10-12,0,0
"Graham, D",1993-11-29,1996-10-12,1,0
"Banks, J",1993-11-29,1996-10-12,0,0
"Marshall, D",1993-11-29,1996-10-12,0,0
"Luxton, J",1993-11-29,1996-10-12,0,0
"Cooper, W",1993-11-29,1996-10-12,1,0
"Williamson, M",1993-11-29,1996-10-12,0,0
"McCully, M",1993-11-29,1996-10-12,0,0
"Gresham, P",1993-11-29,1996-10-12,0,0
"Cliffe, B",1993-11-29,1996-10-12,0,0
"Bolger, J",1996-10-12,1997-12-06,1,1
"Peters, W",1996-10-12,1997-12-06,0,0
"East, P",1996-10-12,1997-12-06,1,0
"Creech, W",1996-10-12,1997-12-06,0,0
"Birch, W",1996-10-12,1997-12-06,1,0
"McKinnon, D",1996-10-12,1997-12-06,0,0
"English, B",1996-10-12,1997-12-06,1,0
"Graham, D",1996-10-12,1997-12-06,1,0
"Henare, T",1996-10-12,1997-12-06,0,0
"Shipley, J",1996-10-12,1997-12-06,0,0
"Shipley, J",1997-12-06,1999-11-27,1,1
"Peters, W",1997-12-06,1998-08-14,0,0
"Creech, W",1997-12-06,1999-11-27,1,0
"Graham, D",1997-12-06,1999-11-27,1,0
"Bradford, M",1997-12-06,1999-11-27,1,0
"English, W",1997-12-06,1999-11-27,0,0
"Smith, N",1999-02-01,1999-11-27,0,0
"Birch, W",1997-12-06,1999-11-27,1,0
"McKinnon, D",1997-12-06,1999-11-27,0,0
"Henare, T",1997-12-06,1999-11-27,0,0
"Williamson, M",1997-12-06,1999-11-27,0,0
"Clark, H",1999-12-05,2008-11-19,1,1
"Key, J",2008-11-19,2016-12-31,1,1
"Anderton, Jim",1999-12-05,2002-08-15,1,0
"Cullen, Michael",2002-08-15,2008-11-19,1,0
"Wilson, Margaret",1999-12-05,2005-02-28,0,0
"Cullen, Michael",2005-02-28,2005-10-19,0,0
"Parker, David",2005-10-19,2006-03-20,0,0
"Cullen, Michael",2006-03-21,2008-11-19,0,0
"Mallard, Trevor",1999-12-05,2005-10-19,0,0
"Maharey, Steve",2005-10-19,2007-10-31,0,0
"Carter, Chris",2007-10-31,2008-11-19,0,0
"Cullen, Michael",1999-12-05,2008-11-19,1,0
"Goff, Phil",1999-12-05,2005-10-19,1,0
"Peters, Winston",2005-10-19,2008-08-29,1,0
"Clark, Helen",2008-08-29,2008-11-19,1,0
"Burton, Mark",1999-12-05,2000-11-13,0,0
"Hawkins, George",2000-11-13,2005-10-19,0,0
"Barker, Rick",2005-10-19,2008-11-19,0,0
"King, Annette",1999-12-05,2005-10-19,1,0
"Hodgson, Pete",2005-10-19,2007-11-05,1,0
"Cunliffe, David",2007-11-05,2008-11-19,1,0
"Goff, Phil",1999-12-05,2005-10-19,1,0
"Burton, Mark",2005-10-19,2007-10-31,1,0
"Barker, Rick",2007-10-31,2008-11-19,1,0
"Harre, Laila",1999-12-05,2002-08-15,0,0
"Dyson, Ruth",2002-08-15,2005-10-19,0,0
"Dalziel, Lianne",2005-10-19,2007-11-05,0,0
"Chadwick, Stephanie",2007-11-05,2008-11-19,0,0
"Lee-Vercoe, Sandra",1999-12-05,2002-08-15,0,0
"Carter, Chris",2002-08-15,2007-10-31,0,0
"Chadwick, Stephanie",2007-10-31,2008-11-19,0,0
"Samuels, Dover",1999-12-10,2000-06-28,0,0
"Horomia, Parekura",2000-06-28,2008-11-19,0,0
"Sutton, Jim",1999-12-10,2005-10-19,0,0
"Anderton, Jim",2005-10-19,2008-11-19,0,0
"Maharey, Steve",1999-12-10,2007-10-31,0,0
"Dyson, Ruth",2007-10-31,2008-11-19,0,0
"Robson, Matt",1999-12-05,2002-08-15,0,0
"Swain, Paul",2002-08-15,2005-10-19,0,0
"O'Connor, Damien",2005-10-19,2007-11-05,0,0
"Goff, Phil",2007-11-05,2008-11-19,0,0
"Cullen, Michael",1999-12-10,2005-10-19,1,0
"Dunne, Peter",2005-10-19,2008-11-19,1,0
"English, Bill",2008-11-19,2016-12-31,1,0
"Brownlee, Gerry",2008-11-19,2011-11-26,0,0
"Joyce, Steven",2011-11-26,2016-12-31,0,0
"Power, Simon",2008-11-19,2011-11-26,1,0
"Collins, Judith",2011-11-26,2014-09-20,1,0
"Adams, Amy",2014-09-20,2016-12-31,1,0
"Ryall, Tony",2008-11-19,2014-09-20,1,0
"Coleman, Jonathan",2014-09-20,2016-12-31,1,0
"Smith, Nick",2008-11-19,2012-03-21,0,0
"Adams, Amy",2012-03-21,2014-09-20,0,0
"Smith, Nick",2014-09-20,2016-12-31,0,0
"Collins, Judith",2008-11-19,2011-11-26,0,0
"Tolley, Anne",2011-11-26,2014-09-20,0,0
"Woodhouse, Michael",2014-09-20,2015-12-31,0,0
"Collins, Judith",2015-12-14,2016-12-31,0,0
"Tolley, Anne",2008-11-19,2011-11-26,0,0
"Parata, Hekia",2011-11-26,2016-12-31,0,0
"Finlayson, Chris",2008-11-19,2016-12-31,0,0
"Carter, David",2008-11-19,2011-11-26,0,0
"McCully, Murray",2008-11-19,2016-12-31,1,0
"Groser, Tim",2008-11-19,2015-12-19,0,0
"McClay, Todd",2015-12-14,2016-12-31,0,0
"Mapp, Wayne",2008-11-19,2011-11-26,1,0
"Coleman, Jonathan",2011-11-26,2014-09-20,1,0
"Brownlee, Gerry",2014-09-20,2016-12-31,1,0
"Joyce, Steven",2008-11-19,2011-11-26,0,0
"Brownlee, Gerry",2011-11-26,2016-12-31,0,0
"Heuheu, Georgina te",2008-11-19,2011-11-26,0,0
"Borrows, Chester",2011-11-26,2014-09-20,0,0
"Adams, Amy",2014-09-20,2016-12-31,0,0
"Bennett, Paula",2008-11-19,2014-09-20,0,0
"Tolley, Anne",2014-09-20,2016-12-31,0,0
"Heatley, Phil",2008-11-19,2011-11-26,0,0
"Wong, Pansy",2008-11-19,2010-11-12,0,0
"Collins, Judith",2011-11-26,2014-09-20,0,0
"Lotu-Iiga, Pesata Sam",2014-09-20,2016-12-31,0,0
"Coleman, Jonathan",2008-11-19,2016-12-31,0,0
"Guy, Nathan",2011-11-26,2014-09-20,0,0
"Woodhouse, Michael",2014-09-20,2016-12-31,0,0
"Wilkinson, Kate",2008-11-19,2013-01-31,0,0
"Bridges, Simon",2013-01-31,2014-09-20,0,0
"Adams, Amy",2011-11-26,2012-03-21,0,0
"Tremain, Chris",2012-03-21,2014-09-20,0,0
"Dunne, Peter",2014-09-20,2016-12-31,0,0
"Smith, Nick",2011-11-26,2012-03-21,0,0
"Carter, David",2012-03-21,2013-01-31,0,0
"Tremain, Chris",2013-01-31,2014-09-20,0,0
"Bennett, Paula",2014-09-20,2016-12-31,0,0
"Carter, David",2011-11-26,2013-01-31,0,0
"Guy, Nathan",2013-01-31,2016-12-31,0,0
"Barry, Maggie",2014-09-20,2016-12-31,0,0
